id,text,datetime,geo
263113203632967680,"choke my chicken, slap my wanker, a girl lets me watch her with her tits out when im spankin then i thank her",2012-10-30 03:00:50,"{'type': 'Point', 'coordinates': [40.88773, -74.56371]}"
263113213326020609,i wish i had friends to stay up with #sigh,2012-10-30 03:00:53,"{'type': 'Point', 'coordinates': [42.8783755, -78.702727]}"
263113225179119616,"so my apartment is an island right now, the 1st floor is submerged. in for the long haul.",2012-10-30 03:00:55,"{'type': 'Point', 'coordinates': [40.7470604, -74.03546876]}"
263113243281727488,... just spent 2 hours chillin in my car. now im back in the house praying my phone lasts me the whole night lmao i hate not having power,2012-10-30 03:01:00,
263113253247401986,@alexe747 maybe ill unfollow you just so you have to get 2 more #jksss gt:,2012-10-30 03:01:02,"{'type': 'Point', 'coordinates': [42.69521264, -72.03584868]}"
263113269189963776,man im missing the bad girls club .,2012-10-30 03:01:06,"{'type': 'Point', 'coordinates': [39.95960434, -74.58215339]}"
263113277402406912,@willthethrillb5 are you excited about your first regular season game in the nba.  you know bmore will be watching. together,2012-10-30 03:01:08,"{'type': 'Point', 'coordinates': [39.2447439, -76.6318838]}"
263113341180993537,she aint even give julie a chance 2 stand up cant stand that bitch @abdraxmanov,2012-10-30 03:01:23,"{'type': 'Point', 'coordinates': [41.06950383, -80.64717211]}"
263113339641667586,"web content writer - temporary - #kingofprussia , pa ",2012-10-30 03:01:23,"{'type': 'Point', 'coordinates': [40.09287, -75.39437]}"
263113352664977410,i can make my own but i think its more meaningful if a friend made one for me or something .,2012-10-30 03:01:26,"{'type': 'Point', 'coordinates': [39.3023527, -84.54303411]}"
263113389503569920,@kmbutler4 like the wizard of oz lol i really meant kansas remember the tornado and the flying monkeys lol,2012-10-30 03:01:35,"{'type': 'Point', 'coordinates': [40.05259863, -80.74641033]}"
263113427768184832,@trilldolla im be there,2012-10-30 03:01:44,"{'type': 'Point', 'coordinates': [37.13777494, -76.52350615]}"
263113429945044992,@annanicolexxo i will when she gets back from the tests. im having a mini orgasm because im in an emergency room gt.lt,2012-10-30 03:01:44,"{'type': 'Point', 'coordinates': [39.15117596, -75.52421172]}"
263113448395776000,@edeweysmith no sir we not stupid were a part of team take cover/survival of the smartest not team risk our lives for free,2012-10-30 03:01:49,"{'type': 'Point', 'coordinates': [40.6405397, -73.9151517]}"
263113473444155393,@_embracefashion: all i feel is pain everyday of my life ,2012-10-30 03:01:55,"{'type': 'Point', 'coordinates': [39.82940745, -84.28446363]}"
263113480683544576,"@xoluisafernanda, hahaha hold on, ill ask a meteorologist.",2012-10-30 03:01:56,"{'type': 'Point', 'coordinates': [42.37725, -71.03393]}"
263113503311806465,i was flipping thru the channels and saw a girl getting her ass beat i sayy dayyuummmm i think this is what the girls tweetin bout,2012-10-30 03:02:02,"{'type': 'Point', 'coordinates': [34.00350825, -80.4958086]}"
263113514967769088,damn erica went ham ,2012-10-30 03:02:05,"{'type': 'Point', 'coordinates': [38.01000673, -76.77481399]}"
263113526657314816,@karaajeannn hahaha ohh its like that now yur about that type of life i got  you ..be prepared nigga,2012-10-30 03:02:07,"{'type': 'Point', 'coordinates': [39.89466559, -79.71314454]}"
263113531392679936,1 hour and myiecia turns 19 :,2012-10-30 03:02:08,"{'type': 'Point', 'coordinates': [41.8298844, -71.4348239]}"
263113537478594560,omg you blocked #imightcry,2012-10-30 03:02:10,"{'type': 'Point', 'coordinates': [40.97977574, -79.3577899]}"
263113545246461952,mad i cant do anything.,2012-10-30 03:02:12,"{'type': 'Point', 'coordinates': [37.7881253, -79.9863644]}"
263113566406717441,my generator is being stupid ,2012-10-30 03:02:17,"{'type': 'Point', 'coordinates': [40.91601916, -74.10038623]}"
263113567585333248,"colorado by fire this summer, new york by wind and water this autumn...lord have mercy on the states we each call home #kyrieeleison",2012-10-30 03:02:17,"{'type': 'Point', 'coordinates': [43.03221683, -77.38985006]}"
263113578662477824,trash boy afraid to leave the dumpster ,2012-10-30 03:02:20,"{'type': 'Point', 'coordinates': [40.79370286, -77.8587848]}"
263113584605806593,babes watching mean girls for the first time #mynight,2012-10-30 03:02:21,"{'type': 'Point', 'coordinates': [38.78651003, -77.46354667]}"
263113589248901120,@johanaaaa18 my crazy ass bestfriend,2012-10-30 03:02:22,"{'type': 'Point', 'coordinates': [33.03234982, -80.04594033]}"
263113586782642177,@bravoandy word of the night... drunk already.,2012-10-30 03:02:22,"{'type': 'Point', 'coordinates': [40.51901908, -75.76503455]}"
263113596215635969,i love the movie jasons lyric lt3,2012-10-30 03:02:24,"{'type': 'Point', 'coordinates': [39.96376209, -76.74520356]}"
263113606764302336,its that time of the year again time to cut people finally found my scissors. ,2012-10-30 03:02:26,"{'type': 'Point', 'coordinates': [40.18897162, -76.73814195]}"
263113623780597760,why people keep tryin me,2012-10-30 03:02:30,"{'type': 'Point', 'coordinates': [38.7919771, -76.8208258]}"
263113635897942017,"sandy messing with my money no work tomm,..smh",2012-10-30 03:02:33,"{'type': 'Point', 'coordinates': [40.8801374, -73.9001007]}"
263113651567861760,@carleysch i dont doubt it im just ready to get out of high school,2012-10-30 03:02:37,"{'type': 'Point', 'coordinates': [35.02838755, -81.09981375]}"
263113702419607553,i guess im not the worst speller out there hahahaha #wordswithfriends,2012-10-30 03:02:49,"{'type': 'Point', 'coordinates': [39.02385622, -77.1506804]}"
263113704462229504,@moosequ be careful darling.  dont want you getting washed out to sea,2012-10-30 03:02:50,"{'type': 'Point', 'coordinates': [40.05882584, -76.54496154]}"
263113718911606785,clubss be funn .,2012-10-30 03:02:53,"{'type': 'Point', 'coordinates': [35.7633411, -78.635796]}"
263113723508572160,loved toni braxton behind the music,2012-10-30 03:02:54,"{'type': 'Point', 'coordinates': [39.01755164, -76.91476765]}"
263113759529259009,"i cant stop thinking about the things we did , and the way we kissed .",2012-10-30 03:03:03,"{'type': 'Point', 'coordinates': [41.8870667, -71.4051418]}"
263113766001057792,viri needs to reply -__-,2012-10-30 03:03:04,"{'type': 'Point', 'coordinates': [41.7417147, -81.2577002]}"
263113795109548033,@rjmiller91 2 days before my bday ahhhh,2012-10-30 03:03:11,"{'type': 'Point', 'coordinates': [40.61756048, -79.15644569]}"
263113825644077056,"its freezing outside, so its me my covers and this wine tonight...night loves ",2012-10-30 03:03:19,"{'type': 'Point', 'coordinates': [36.21121203, -79.47535051]}"
263113831595769856,plz kill me. im gonna die of boredom anyways,2012-10-30 03:03:20,"{'type': 'Point', 'coordinates': [38.67713842, -77.33061891]}"
263113841108455424,@verizonwireless boy you guys are gonna hear it tomorrow when this hurricane is over...,2012-10-30 03:03:22,"{'type': 'Point', 'coordinates': [40.65982392, -73.84862399]}"
263113842802950145,"youre the one who put out the flame, now im smoke it the rain",2012-10-30 03:03:23,"{'type': 'Point', 'coordinates': [39.5060074, -84.73546654]}"
263113891700174849,@daniellebabiex3: ridgefield park is officially blacked out. god is in our hands now gods is in our hands now,2012-10-30 03:03:34,
263113898176172033,if only you knew,2012-10-30 03:03:36,"{'type': 'Point', 'coordinates': [41.43344216, -72.01398514]}"
263113897114996737,going down to get ac 3 in an hour no hurricane gonna stop us,2012-10-30 03:03:36,"{'type': 'Point', 'coordinates': [40.5624492, -80.0330193]}"
263113897362460673,@shenellamber girl we are done,2012-10-30 03:03:36,"{'type': 'Point', 'coordinates': [34.4863217, -79.11562473]}"
263113910331265024,nigga ima dope boy i do wat i wona,2012-10-30 03:03:39,"{'type': 'Point', 'coordinates': [39.78925, -84.2142778]}"
263113938659594241,@supremestonerx no were off,2012-10-30 03:03:46,"{'type': 'Point', 'coordinates': [39.59613179, -76.98856467]}"
263113945626312704,wow i love my dp,2012-10-30 03:03:47,"{'type': 'Point', 'coordinates': [42.9481692, -74.1696782]}"
263113950139396096,@girlyouaintgay haha sounds good,2012-10-30 03:03:48,"{'type': 'Point', 'coordinates': [38.99701123, -76.79121463]}"
263113970192379904,sandy is throwing things at my window. bitch. #sandy,2012-10-30 03:03:53,"{'type': 'Point', 'coordinates': [40.98318351, -76.02828595]}"
263114001167294466,"3.5 /5.  a boring cream ale, good to style but boring to mouth.  drinking a batch #69 double cream ale @ chez fuj  ",2012-10-30 03:04:00,"{'type': 'Point', 'coordinates': [42.7038, -73.7787]}"
263114000332644352,@_samliu thanks. hope to see u this weekend.,2012-10-30 03:04:00,"{'type': 'Point', 'coordinates': [40.71618757, -74.30001918]}"
263114004661166080,"@wgshooter yes, we do.. even though its raining sideways #olliewilliams",2012-10-30 03:04:01,"{'type': 'Point', 'coordinates': [37.09972275, -76.54953826]}"
263114016816234497,@maren_edwards @kendallebridges stop i am trying to sleep what am i going to do in chapelhill all week without you crazies #readyforfriday,2012-10-30 03:04:04,"{'type': 'Point', 'coordinates': [35.9078034, -79.02375706]}"
263114067034656770,@visionzofkey_  lol ohh but i did . amp me too in the dark .  i juss wanna be able 2 charge my phne amp laptop .,2012-10-30 03:04:16,"{'type': 'Point', 'coordinates': [41.44127783, -82.22056122]}"
263114091219001344,you a star in my eyes,2012-10-30 03:04:22,"{'type': 'Point', 'coordinates': [39.699874, -75.1157071]}"
263114090627612675,i dont want your boyfriend. i havent tried to talk to your boyfriend. we were friends and now were not. just stop.,2012-10-30 03:04:22,"{'type': 'Point', 'coordinates': [40.02197266, -81.07729308]}"
263114105471258624,if the power goes out right now while i watch conan i will kill someone.,2012-10-30 03:04:25,"{'type': 'Point', 'coordinates': [38.82114166, -77.60468342]}"
263114114904244224,every day i have a new song stuck in my head to day it was replay by iyaz,2012-10-30 03:04:28,"{'type': 'Point', 'coordinates': [40.63881078, -80.32544865]}"
263114141210927104,@lanejonah @cortney_hoover gess who gotthe it running today and is buying a chain after i sell that 90 for 300 tomorrow #fuckyou,2012-10-30 03:04:34,"{'type': 'Point', 'coordinates': [40.60556753, -78.7109583]}"
263114143790428160,great night. : time for bed,2012-10-30 03:04:34,"{'type': 'Point', 'coordinates': [33.9088641, -80.3147534]}"
263114146931957760,"its supposed to be 37 degrees and snowing when i head to work tomorrow. sounds like a perfect day for some coffee amp studying
#lovemyjob",2012-10-30 03:04:35,"{'type': 'Point', 'coordinates': [35.4800456, -80.62241487]}"
263114161238708224,@theish41 im sayin i hate when the chinese lady gets mad at me for not being able to understand her million words per second,2012-10-30 03:04:39,"{'type': 'Point', 'coordinates': [34.723544, -82.2377644]}"
263114177986564096,#dailytweet you gon get this work,2012-10-30 03:04:43,"{'type': 'Point', 'coordinates': [39.449357, -76.2676805]}"
263114215970197505,@malindalydia ohhhhhh i will never forget,2012-10-30 03:04:52,"{'type': 'Point', 'coordinates': [40.77273562, -73.98238265]}"
263114235943452672,back to doing homework and cleaning my messy room,2012-10-30 03:04:56,"{'type': 'Point', 'coordinates': [39.20729126, -76.83389354]}"
263114252544512000,im never taking pooping with the light on for granted again ,2012-10-30 03:05:00,"{'type': 'Point', 'coordinates': [40.32731782, -75.46524133]}"
263114257388953601,@_abbyloves_ i should have none,2012-10-30 03:05:02,"{'type': 'Point', 'coordinates': [40.89168567, -73.84127897]}"
263114257506381824,@wwegames @wwe @cmpunk step outside my house and swim in the flood,2012-10-30 03:05:02,"{'type': 'Point', 'coordinates': [39.29589915, -76.56780995]}"
263114293065699328,"i often take god for granted, and yet he still continues to pull through for me when i need him most. #thankful",2012-10-30 03:05:10,"{'type': 'Point', 'coordinates': [38.39876117, -82.66529004]}"
263114295389331456,@_polodon: party at my crib tomorrowword 2,2012-10-30 03:05:11,
263114304096702465,anyone ,2012-10-30 03:05:13,"{'type': 'Point', 'coordinates': [39.00040579, -77.00980547]}"
263114316688023552,@halieemarrrie idk i heard u like them lips. #lmfao,2012-10-30 03:05:16,"{'type': 'Point', 'coordinates': [39.4033165, -79.00632954]}"
263114352524136449,don you hate when people around you keep sayin subliminal things so you can ask them what theyre talking about like nobody cares bro,2012-10-30 03:05:24,"{'type': 'Point', 'coordinates': [41.62317907, -83.744474]}"
263114391204007937,i dont think i can make it through another semester #senioritis #worstcasepossible,2012-10-30 03:05:33,"{'type': 'Point', 'coordinates': [34.73013141, -76.73209928]}"
263114395188609024,julie already knew she had a ass whooping coming,2012-10-30 03:05:34,"{'type': 'Point', 'coordinates': [34.9678372, -80.0669038]}"
263114393737375745,i need a drink.,2012-10-30 03:05:34,
263114391996739585,@_bige withering away d:,2012-10-30 03:05:34,"{'type': 'Point', 'coordinates': [36.86475118, -76.3095761]}"
263114407645687808,"@f_ckyoconcerns lol i am but i aint tripping, i know what i saw lol",2012-10-30 03:05:37,"{'type': 'Point', 'coordinates': [39.7060713, -75.55779836]}"
263114453070000129,i want some raman noodles lol ,2012-10-30 03:05:48,"{'type': 'Point', 'coordinates': [40.79598174, -82.57106633]}"
263114460380672000,@bricksfrompluto u dumb lmfao,2012-10-30 03:05:50,"{'type': 'Point', 'coordinates': [40.69913891, -73.85112979]}"
263114470585425920,i think i might need sergey,2012-10-30 03:05:52,"{'type': 'Point', 'coordinates': [39.63507454, -79.97688269]}"
263114484808310784,@foche_ have fun hhhhhh xp,2012-10-30 03:05:56,"{'type': 'Point', 'coordinates': [39.404998, -76.6044475]}"
263114500176228352,"@missy_clough: who is this woman, who is this shrrrrrrimp yessssss my night #made",2012-10-30 03:05:59,"{'type': 'Point', 'coordinates': [41.37504058, -83.63151756]}"
263114522385076224,this headache ltltlt,2012-10-30 03:06:05,"{'type': 'Point', 'coordinates': [41.7351345, -83.6189975]}"
263114525790859264,errbody talking bout bgc lol,2012-10-30 03:06:06,"{'type': 'Point', 'coordinates': [38.8041442, -77.0489797]}"
263114528093511680,"@steve_whosoever @joshuanason hi steve, joshua is from ri, im from pa. im sure youve been through a lot of hurricanes living on the gulf",2012-10-30 03:06:06,"{'type': 'Point', 'coordinates': [40.49702011, -79.81939538]}"
263114531415408640,i wanna steady conversation right now..,2012-10-30 03:06:07,"{'type': 'Point', 'coordinates': [41.24944136, -81.33945521]}"
263114545789280258,@allen_strk: really excited to see how the teams play out for survivor series. they suck,2012-10-30 03:06:10,"{'type': 'Point', 'coordinates': [40.77684956, -73.81313442]}"
263114573656231937,the real risks from hurricane #sandy: ,2012-10-30 03:06:17,"{'type': 'Point', 'coordinates': [42.352074, -71.149285]}"
263114572339245056,the only thing on my mind is ,2012-10-30 03:06:17,"{'type': 'Point', 'coordinates': [42.2489803, -71.79562605]}"
263114636382064641,@jarretttanthony lol yeah,2012-10-30 03:06:32,"{'type': 'Point', 'coordinates': [39.4109427, -80.0709555]}"
263114639041236995,@joshuapayson ard i got you,2012-10-30 03:06:33,"{'type': 'Point', 'coordinates': [40.07070912, -75.16626066]}"
263114646414827523,cant wait ,2012-10-30 03:06:34,"{'type': 'Point', 'coordinates': [40.75926909, -84.17924141]}"
263114648444870656,texting someone when you wake up until you go to sleep.  ,2012-10-30 03:06:35,"{'type': 'Point', 'coordinates': [37.61438056, -81.10258047]}"
263114664030920704,shit been in my throat all day,2012-10-30 03:06:38,"{'type': 'Point', 'coordinates': [34.831226, -82.3749717]}"
263114685493149696,@adatoc i know sweets i have power and tons of food and no one to keep me company ,2012-10-30 03:06:44,"{'type': 'Point', 'coordinates': [40.22234974, -74.95886871]}"
263114708419227648,"ohp, powers out",2012-10-30 03:06:49,"{'type': 'Point', 'coordinates': [40.07225357, -75.49103581]}"
263114728237314048,@dmoren its just a roof. this is the shallow part. being safeish.,2012-10-30 03:06:54,
263114758427926528,its a taylor swift kinda night,2012-10-30 03:07:01,"{'type': 'Point', 'coordinates': [40.2256616, -76.7827879]}"
263114762890649601,@tribble_reece you already know dawg rob got a bounty out for us,2012-10-30 03:07:02,"{'type': 'Point', 'coordinates': [33.4654084, -81.87113215]}"
263114777600077825,@lil_savage i seen you going ham in that video at shot skis lol,2012-10-30 03:07:06,"{'type': 'Point', 'coordinates': [34.4727891, -82.031099]}"
263114800580677632,how do we not have a delay,2012-10-30 03:07:11,"{'type': 'Point', 'coordinates': [41.15646432, -80.58733403]}"
263114841298980864,n e one wanna walk around naked downtown tonight,2012-10-30 03:07:21,"{'type': 'Point', 'coordinates': [38.98919773, -84.60290698]}"
263114892695969792,@2_trippy makes my nights omg gtgtgt lt3,2012-10-30 03:07:33,
263114914154020864,@_zstump would you feel special if i was,2012-10-30 03:07:38,"{'type': 'Point', 'coordinates': [33.02483297, -80.11125563]}"
263114917211672576,@arianahalleluja @presidentariana @arianagrande omg i just died ahahahaha,2012-10-30 03:07:39,"{'type': 'Point', 'coordinates': [41.3108986, -81.8407447]}"
263114945724567552,"shout out to @theplaymaker16 , hes always mean to me...",2012-10-30 03:07:46,"{'type': 'Point', 'coordinates': [39.2827685, -77.8509681]}"
263114955434364929,so im without electricity and very limited service. a prayer to everyone who is being affected or has been affected badly.,2012-10-30 03:07:48,"{'type': 'Point', 'coordinates': [40.7449274, -73.9876939]}"
263114963042836481,@dfeld96 still subtweeting about me really,2012-10-30 03:07:50,"{'type': 'Point', 'coordinates': [40.0994944, -75.148587]}"
263114982672195584,this me coolan ,2012-10-30 03:07:55,"{'type': 'Point', 'coordinates': [38.90535965, -76.90172638]}"
263115009498959872,i dont know whats worse this damn storm or my brothers snoring #fml,2012-10-30 03:08:01,"{'type': 'Point', 'coordinates': [40.18042669, -80.24942047]}"
263115015270309889,aye cleveland shut the fuck up we arent getting it nearly as bad as some people,2012-10-30 03:08:02,"{'type': 'Point', 'coordinates': [41.61638806, -81.49390466]}"
263115074430984193,"@melloskyhigh: #meagan #eryka amp #christina from #bgc9 are #winning  

thanks for accomplishing what everybody wanted : ",2012-10-30 03:08:16,"{'type': 'Point', 'coordinates': [38.96175252, -77.02995158]}"
263115081527734272,gooo follow @_l0vesonyae ,2012-10-30 03:08:18,"{'type': 'Point', 'coordinates': [40.48220193, -74.45820968]}"
263115095784185856,"mom, go the fuck to bed already",2012-10-30 03:08:21,"{'type': 'Point', 'coordinates': [40.07536161, -75.97664907]}"
263115094827859968,"wait, is this a different match cuz im having such a strange feeling of deja vu right now.. #rawtonight",2012-10-30 03:08:21,"{'type': 'Point', 'coordinates': [40.7705968, -72.8501824]}"
263115127639924737,@miacanestrale false,2012-10-30 03:08:29,"{'type': 'Point', 'coordinates': [40.1356127, -79.8519345]}"
263115129045012480,@callme_auto aha yes ,2012-10-30 03:08:29,"{'type': 'Point', 'coordinates': [36.11409168, -80.18413144]}"
263115137056124929,@sandy6073 i remember lol i dont want u to over work urself tho,2012-10-30 03:08:31,"{'type': 'Point', 'coordinates': [39.87841841, -82.99925782]}"
263115147273437185,@bam_bam_suydam snapchat me anniebrooks2,2012-10-30 03:08:34,"{'type': 'Point', 'coordinates': [41.65912628, -81.45193934]}"
263115167573889024,sleep with one eye open.,2012-10-30 03:08:39,"{'type': 'Point', 'coordinates': [37.2259267, -76.5570171]}"
263115203363872768,no words needed #myloves #sandy #donezo @foranj1 @afisch87 @katelin062308 @shanejuskus ,2012-10-30 03:08:47,"{'type': 'Point', 'coordinates': [40.95431356, -74.64712047]}"
263115209466601472,what am i going to do if my power goes out and i dont have a night light....,2012-10-30 03:08:49,"{'type': 'Point', 'coordinates': [39.82558283, -75.00615464]}"
263115278630653953,@lindsay_lord stay safe,2012-10-30 03:09:05,"{'type': 'Point', 'coordinates': [40.68825788, -73.36627973]}"
263115288764096512,god damn joe managiello #phew makes me sweat everytime i see him. #gorgeous #cometomama,2012-10-30 03:09:07,"{'type': 'Point', 'coordinates': [40.10105122, -83.75943094]}"
263115290152411136,@alliebaby_818 #yougainpoints if ya give me free shit at dq :-p,2012-10-30 03:09:08,"{'type': 'Point', 'coordinates': [40.59678698, -79.57197368]}"
263115293692403713,@_beautifuldawn yes. geesh.,2012-10-30 03:09:09,"{'type': 'Point', 'coordinates': [35.6180418, -77.3827753]}"
263115300327792640,"im depressed, let me listed to some sad songs, to make myself feel like shiett",2012-10-30 03:09:10,"{'type': 'Point', 'coordinates': [40.69961153, -73.95123174]}"
263115320049401856,@poorbritney i bet you were like that at 30,2012-10-30 03:09:15,
263115339888459776,you is da best @stp_09,2012-10-30 03:09:20,"{'type': 'Point', 'coordinates': [35.91318063, -79.05565293]}"
263115349929635840,@sarazippier this is why your mean.,2012-10-30 03:09:22,"{'type': 'Point', 'coordinates': [42.44567852, -79.3420503]}"
263115373648437248,a victim of hurricane sandy.  sadness @ mi casa ,2012-10-30 03:09:28,"{'type': 'Point', 'coordinates': [37.22833633, -76.54891205]}"
263115378278936576,@danielwein: mind-blowing photo. rt @stevekornacki: hoboken path station.@koxinga21: this is not good: ,2012-10-30 03:09:29,"{'type': 'Point', 'coordinates': [40.56881486, -74.30200855]}"
