index,tweet_id,datetime
4615830,263114453070000129,2012-10-30 03:05:48
4615855,263114460380672000,2012-10-30 03:05:50
4615882,263114470170177536,2012-10-30 03:05:52
4615884,263114470585425920,2012-10-30 03:05:52
4615897,263114474809094144,2012-10-30 03:05:53
4615929,263114482929254400,2012-10-30 03:05:55
4615946,263114484808310784,2012-10-30 03:05:56
4615975,263114500176228352,2012-10-30 03:05:59
4615974,263114497823227905,2012-10-30 03:05:59
4616058,263114522385076224,2012-10-30 03:06:05
4616071,263114525790859264,2012-10-30 03:06:06
4616077,263114528093511680,2012-10-30 03:06:06
4616086,263114531415408640,2012-10-30 03:06:07
4616129,263114545789280258,2012-10-30 03:06:10
4616183,263114556128260096,2012-10-30 03:06:13
4616229,263114573656231937,2012-10-30 03:06:17
4616220,263114572339245056,2012-10-30 03:06:17
4616287,263114592685805568,2012-10-30 03:06:21
4616369,263114620112363520,2012-10-30 03:06:28
4616421,263114636382064641,2012-10-30 03:06:32
4616429,263114639041236995,2012-10-30 03:06:33
4616450,263114646297399298,2012-10-30 03:06:34
4616451,263114646414827523,2012-10-30 03:06:34
4616462,263114648444870656,2012-10-30 03:06:35
4616498,263114664030920704,2012-10-30 03:06:38
4616566,263114684272623617,2012-10-30 03:06:43
4616577,263114685493149696,2012-10-30 03:06:44
4616608,263114698680053761,2012-10-30 03:06:47
4616639,263114708419227648,2012-10-30 03:06:49
4616697,263114728237314048,2012-10-30 03:06:54
4616730,263114738026827776,2012-10-30 03:06:56
4616765,263114748466446340,2012-10-30 03:06:59
4616780,263114758427926528,2012-10-30 03:07:01
4616811,263114762890649601,2012-10-30 03:07:02
4616863,263114777600077825,2012-10-30 03:07:06
4616919,263114793039306753,2012-10-30 03:07:09
4616907,263114790765998080,2012-10-30 03:07:09
4616941,263114800580677632,2012-10-30 03:07:11
4616969,263114809879429121,2012-10-30 03:07:13
4617053,263114833929576450,2012-10-30 03:07:19
4617079,263114841298980864,2012-10-30 03:07:21
4617102,263114849209442304,2012-10-30 03:07:23
4617172,263114868444508160,2012-10-30 03:07:27
4617224,263114882847764480,2012-10-30 03:07:31
4617253,263114892695969792,2012-10-30 03:07:33
4617319,263114914154020864,2012-10-30 03:07:38
4617341,263114917211672576,2012-10-30 03:07:39
4617436,263114945724567552,2012-10-30 03:07:46
4617456,263114955434364929,2012-10-30 03:07:48
4617474,263114958231973889,2012-10-30 03:07:49
4617491,263114963042836481,2012-10-30 03:07:50
4617557,263114982672195584,2012-10-30 03:07:55
4617622,263115011965202432,2012-10-30 03:08:01
4617627,263115009498959872,2012-10-30 03:08:01
4617638,263115015270309889,2012-10-30 03:08:02
4617699,263115036480909312,2012-10-30 03:08:07
4617828,263115071176200192,2012-10-30 03:08:16
4617833,263115074430984193,2012-10-30 03:08:16
4617858,263115081527734272,2012-10-30 03:08:18
4617897,263115095784185856,2012-10-30 03:08:21
4617887,263115094827859968,2012-10-30 03:08:21
4617940,263115105053573121,2012-10-30 03:08:24
4618020,263115129045012480,2012-10-30 03:08:29
4618016,263115127639924737,2012-10-30 03:08:29
4618043,263115134598270977,2012-10-30 03:08:31
4618037,263115135042875392,2012-10-30 03:08:31
4618047,263115137056124929,2012-10-30 03:08:31
4618054,263115139778220032,2012-10-30 03:08:32
4618059,263115140839391233,2012-10-30 03:08:32
4618083,263115147273437185,2012-10-30 03:08:34
4618103,263115153850126336,2012-10-30 03:08:35
4618162,263115167573889024,2012-10-30 03:08:39
4618197,263115177006870528,2012-10-30 03:08:41
4618275,263115203363872768,2012-10-30 03:08:47
4618272,263115202340478977,2012-10-30 03:08:47
4618284,263115209466601472,2012-10-30 03:08:49
4618529,263115278630653953,2012-10-30 03:09:05
4618558,263115288764096512,2012-10-30 03:09:07
4618566,263115290152411136,2012-10-30 03:09:08
4618581,263115293692403713,2012-10-30 03:09:09
4618605,263115300327792640,2012-10-30 03:09:10
4618637,263115309014192128,2012-10-30 03:09:12
4618670,263115320049401856,2012-10-30 03:09:15
4618711,263115334435868673,2012-10-30 03:09:18
4618733,263115339888459776,2012-10-30 03:09:20
4618764,263115349929635840,2012-10-30 03:09:22
4618818,263115365041717249,2012-10-30 03:09:26
4618829,263115373648437248,2012-10-30 03:09:28
4618839,263115378278936576,2012-10-30 03:09:29
4618902,263115393915318273,2012-10-30 03:09:33
4618953,263115408469553152,2012-10-30 03:09:36
4618989,263115419139837953,2012-10-30 03:09:39
4618994,263115420721086464,2012-10-30 03:09:39
4619047,263115433740226560,2012-10-30 03:09:42
4619066,263115441810075648,2012-10-30 03:09:44
4619083,263115446276980739,2012-10-30 03:09:45
4619085,263115446532833280,2012-10-30 03:09:45
4619177,263115470125801472,2012-10-30 03:09:51
4619298,263115508436582400,2012-10-30 03:10:00
4619357,263115528003022848,2012-10-30 03:10:04
4619479,263115569086201856,2012-10-30 03:10:14
4619490,263115570600370176,2012-10-30 03:10:15
4619499,263115573653803009,2012-10-30 03:10:15
4619538,263115583816617984,2012-10-30 03:10:18
4619592,263115602439319553,2012-10-30 03:10:22
4619613,263115607623495680,2012-10-30 03:10:23
4619649,263115619522723841,2012-10-30 03:10:26
4619666,263115624308420608,2012-10-30 03:10:27
4619661,263115620344819712,2012-10-30 03:10:27
4619698,263115634374762498,2012-10-30 03:10:30
4619699,263115634374762497,2012-10-30 03:10:30
4619718,263115639386931201,2012-10-30 03:10:31
4619710,263115637621153793,2012-10-30 03:10:31
4619801,263115662619197440,2012-10-30 03:10:37
4619869,263115683120951296,2012-10-30 03:10:41
4619949,263115700418277376,2012-10-30 03:10:46
4619943,263115700791541761,2012-10-30 03:10:46
4619980,263115712221032448,2012-10-30 03:10:48
4620026,263115722744557568,2012-10-30 03:10:51
4620021,263115722597732352,2012-10-30 03:10:51
4620033,263115725391138816,2012-10-30 03:10:52
4620043,263115727781888000,2012-10-30 03:10:52
4620060,263115733729435649,2012-10-30 03:10:54
4620099,263115750070448128,2012-10-30 03:10:57
4620125,263115756038938625,2012-10-30 03:10:59
4620183,263115774032502784,2012-10-30 03:11:03
4620182,263115772191207425,2012-10-30 03:11:03
4620186,263115772975517696,2012-10-30 03:11:03
4620181,263115769863368705,2012-10-30 03:11:03
4620229,263115783557758976,2012-10-30 03:11:05
4620222,263115780164562945,2012-10-30 03:11:05
4620274,263115796232953857,2012-10-30 03:11:08
4620289,263115804726398978,2012-10-30 03:11:10
4620295,263115804940333057,2012-10-30 03:11:11
4620418,263115838045945857,2012-10-30 03:11:18
4620450,263115849634824192,2012-10-30 03:11:21
4620495,263115859126538240,2012-10-30 03:11:23
4620529,263115865745154048,2012-10-30 03:11:25
4620596,263115887563911168,2012-10-30 03:11:30
4620603,263115887912042496,2012-10-30 03:11:31
4620600,263115888134340608,2012-10-30 03:11:31
4620631,263115894983630848,2012-10-30 03:11:32
4620660,263115905913995264,2012-10-30 03:11:35
4620675,263115911232372736,2012-10-30 03:11:36
4620726,263115926206050304,2012-10-30 03:11:39
4620722,263115925971156992,2012-10-30 03:11:39
4620735,263115927493681152,2012-10-30 03:11:40
4620773,263115933655105536,2012-10-30 03:11:41
4620753,263115931197247488,2012-10-30 03:11:41
4620820,263115946938494976,2012-10-30 03:11:44
4620873,263115963497586688,2012-10-30 03:11:48
4620899,263115969776451584,2012-10-30 03:11:50
4620898,263115972242702336,2012-10-30 03:11:50
4620920,263115976688685056,2012-10-30 03:11:51
4620937,263115980182544385,2012-10-30 03:11:52
4620953,263115983160492032,2012-10-30 03:11:53
4620980,263115988638261248,2012-10-30 03:11:54
4620984,263115990655700993,2012-10-30 03:11:55
4621004,263115998029291520,2012-10-30 03:11:57
4621034,263116004593397760,2012-10-30 03:11:58
4621237,263116060079820800,2012-10-30 03:12:11
4621267,263116067222724608,2012-10-30 03:12:13
4621268,263116066966884353,2012-10-30 03:12:13
4621353,263116087762251777,2012-10-30 03:12:18
4621381,263116097493012481,2012-10-30 03:12:20
4621388,263116099556605952,2012-10-30 03:12:21
4621501,263116129927569408,2012-10-30 03:12:28
4621611,263116158138449920,2012-10-30 03:12:35
4621612,263116158289469440,2012-10-30 03:12:35
4621669,263116179969814528,2012-10-30 03:12:40
4621764,263116203252400128,2012-10-30 03:12:45
4621802,263116216179257344,2012-10-30 03:12:49
4621854,263116231677190144,2012-10-30 03:12:52
4621915,263116248915775488,2012-10-30 03:12:56
4621929,263116250987761664,2012-10-30 03:12:57
4621931,263116251587559424,2012-10-30 03:12:57
4621988,263116268633194496,2012-10-30 03:13:01
4622064,263116285649485824,2012-10-30 03:13:05
4622071,263116288371589121,2012-10-30 03:13:06
4622147,263116309913554944,2012-10-30 03:13:11
4622173,263116320290242560,2012-10-30 03:13:13
4622282,263116341966426113,2012-10-30 03:13:19
4622342,263116362455609344,2012-10-30 03:13:23
4622358,263116365035089923,2012-10-30 03:13:24
4622370,263116369929859072,2012-10-30 03:13:25
4622367,263116370743529472,2012-10-30 03:13:25
4622426,263116392172244992,2012-10-30 03:13:31
4622491,263116414083289088,2012-10-30 03:13:36
4622524,263116425596645376,2012-10-30 03:13:38
4622543,263116426892689408,2012-10-30 03:13:39
4622538,263116428910133250,2012-10-30 03:13:39
4622563,263116437625913344,2012-10-30 03:13:41
4622609,263116447058894850,2012-10-30 03:13:44
4622621,263116451832004608,2012-10-30 03:13:45
4622649,263116460392587264,2012-10-30 03:13:47
4622665,263116466717589504,2012-10-30 03:13:48
4622666,263116466801487872,2012-10-30 03:13:48
4622685,263116473776623617,2012-10-30 03:13:50
4622704,263116479782858753,2012-10-30 03:13:51
4622721,263116483968790529,2012-10-30 03:13:52
4622763,263116495427608577,2012-10-30 03:13:55
4622772,263116497319256064,2012-10-30 03:13:56
4622789,263116503908507649,2012-10-30 03:13:57
4622862,263116524288606208,2012-10-30 03:14:02
4622861,263116522904510464,2012-10-30 03:14:02
4622993,263116568249114625,2012-10-30 03:14:12
4623010,263116571411636224,2012-10-30 03:14:13
4623067,263116589891739648,2012-10-30 03:14:18
4623083,263116594245423104,2012-10-30 03:14:19
4623103,263116600939511808,2012-10-30 03:14:20
4623116,263116605863624704,2012-10-30 03:14:21
4623121,263116606941569024,2012-10-30 03:14:22
4623179,263116626675769344,2012-10-30 03:14:26
4623181,263116626562523136,2012-10-30 03:14:26
4623196,263116629121052672,2012-10-30 03:14:27
4623261,263116648142237699,2012-10-30 03:14:32
4623295,263116659068370945,2012-10-30 03:14:34
4623313,263116667406659584,2012-10-30 03:14:36
4623334,263116670762098689,2012-10-30 03:14:37
4623375,263116680807477249,2012-10-30 03:14:39
4623368,263116678760656896,2012-10-30 03:14:39
4623383,263116681696649217,2012-10-30 03:14:40
4623402,263116684087422977,2012-10-30 03:14:41
4623430,263116694371835904,2012-10-30 03:14:43
4623473,263116708464689152,2012-10-30 03:14:46
4623503,263116717780242432,2012-10-30 03:14:48
4623571,263116738206511105,2012-10-30 03:14:53
4623602,263116745529765889,2012-10-30 03:14:55
4623619,263116752068677633,2012-10-30 03:14:56
4623694,263116776919949312,2012-10-30 03:15:02
4623721,263116785761525760,2012-10-30 03:15:04
4623849,263116819643105281,2012-10-30 03:15:12
4623845,263116818099617793,2012-10-30 03:15:12
4623861,263116822658838528,2012-10-30 03:15:13
4623860,263116822625255425,2012-10-30 03:15:13
4623893,263116830183399424,2012-10-30 03:15:15
4623930,263116841554165760,2012-10-30 03:15:18
4624027,263116869458866178,2012-10-30 03:15:24
4624029,263116869400154113,2012-10-30 03:15:24
4624024,263116869228187648,2012-10-30 03:15:24
4624074,263116881664303104,2012-10-30 03:15:27
4624123,263116893420924928,2012-10-30 03:15:30
4624144,263116900249239552,2012-10-30 03:15:32
4624161,263116906117070848,2012-10-30 03:15:33
4624173,263116908621078529,2012-10-30 03:15:34
4624224,263116928263020544,2012-10-30 03:15:38
4624270,263116942636892162,2012-10-30 03:15:42
4624283,263116947208679424,2012-10-30 03:15:43
4624342,263116964069793792,2012-10-30 03:15:47
4624375,263116973842518016,2012-10-30 03:15:49
4624386,263116975918678016,2012-10-30 03:15:50
4624415,263116984105971712,2012-10-30 03:15:52
4624458,263117001147420672,2012-10-30 03:15:56
4624499,263117013487075328,2012-10-30 03:15:59
4624549,263117027546394625,2012-10-30 03:16:02
4624594,263117044092903426,2012-10-30 03:16:06
4624596,263117049897828352,2012-10-30 03:16:07
4624640,263117057711808513,2012-10-30 03:16:09
4624670,263117065580339201,2012-10-30 03:16:11
4624689,263117068784787456,2012-10-30 03:16:12
4624688,263117067975262208,2012-10-30 03:16:12
4624741,263117085129973761,2012-10-30 03:16:16
4624776,263117100866998273,2012-10-30 03:16:19
4624774,263117094537797633,2012-10-30 03:16:19
4624783,263117103131926528,2012-10-30 03:16:20
4624859,263117127064629248,2012-10-30 03:16:26
4624861,263117126234169344,2012-10-30 03:16:26
4624882,263117134660501504,2012-10-30 03:16:28
4624900,263117137491656704,2012-10-30 03:16:28
4624950,263117150544338945,2012-10-30 03:16:31
4624935,263117147289554946,2012-10-30 03:16:31
4624957,263117152712798208,2012-10-30 03:16:32
4624960,263117154751225856,2012-10-30 03:16:32
4624972,263117157410430976,2012-10-30 03:16:33
4624998,263117162783338497,2012-10-30 03:16:34
4625063,263117176767135744,2012-10-30 03:16:38
4625140,263117199236014080,2012-10-30 03:16:43
4625168,263117201870028800,2012-10-30 03:16:44
4625198,263117216537522176,2012-10-30 03:16:47
4625203,263117217028243457,2012-10-30 03:16:47
4625237,263117224993234946,2012-10-30 03:16:49
4625253,263117229829287938,2012-10-30 03:16:50
4625303,263117241313275906,2012-10-30 03:16:53
4625479,263117289962999808,2012-10-30 03:17:05
4625506,263117299307925504,2012-10-30 03:17:07
4625516,263117303288328192,2012-10-30 03:17:08
4625596,263117325706870784,2012-10-30 03:17:13
4625610,263117329783721985,2012-10-30 03:17:14
4625619,263117328558981120,2012-10-30 03:17:14
4625637,263117332426137602,2012-10-30 03:17:15
4625669,263117347433369601,2012-10-30 03:17:18
4625700,263117353162776576,2012-10-30 03:17:20
4625745,263117364076359680,2012-10-30 03:17:22
4625735,263117362872590336,2012-10-30 03:17:22
4625788,263117376780914690,2012-10-30 03:17:25
4625858,263117400105431042,2012-10-30 03:17:31
4625899,263117410125615104,2012-10-30 03:17:33
4625943,263117422599483392,2012-10-30 03:17:36
4625995,263117441146707968,2012-10-30 03:17:41
4626026,263117449803730944,2012-10-30 03:17:43
4626079,263117465670778880,2012-10-30 03:17:46
4626086,263117466086014976,2012-10-30 03:17:47
4626170,263117491608383488,2012-10-30 03:17:53
4626203,263117503536955392,2012-10-30 03:17:55
4626224,263117510340132867,2012-10-30 03:17:57
4626223,263117510604382208,2012-10-30 03:17:57
4626271,263117527905873920,2012-10-30 03:18:01
4626283,263117534570610689,2012-10-30 03:18:03
4626383,263117560554332160,2012-10-30 03:18:09
4626509,263117597246119937,2012-10-30 03:18:18
4626508,263117596860227584,2012-10-30 03:18:18
4626528,263117602975518721,2012-10-30 03:18:19
4626597,263117623615705088,2012-10-30 03:18:24
4626612,263117627168264194,2012-10-30 03:18:25
4626693,263117656742305792,2012-10-30 03:18:32
4626739,263117670377988096,2012-10-30 03:18:36
4626760,263117678414274560,2012-10-30 03:18:37
4626827,263117699004112897,2012-10-30 03:18:42
4626903,263117723045855233,2012-10-30 03:18:48
4626934,263117736396349440,2012-10-30 03:18:51
4626940,263117735834316800,2012-10-30 03:18:51
4626985,263117749126062080,2012-10-30 03:18:54
4626987,263117754511552512,2012-10-30 03:18:55
4627074,263117776317730816,2012-10-30 03:19:01
4627117,263117788955164673,2012-10-30 03:19:04
4627154,263117797201158144,2012-10-30 03:19:06
4627214,263117812871069696,2012-10-30 03:19:09
4627289,263117831812546560,2012-10-30 03:19:14
4627314,263117841044221952,2012-10-30 03:19:16
4627327,263117847537012737,2012-10-30 03:19:18
4627366,263117858379292672,2012-10-30 03:19:20
4627364,263117857863393280,2012-10-30 03:19:20
4627379,263117860447076354,2012-10-30 03:19:21
4627425,263117871134150656,2012-10-30 03:19:23
4627445,263117878096699392,2012-10-30 03:19:25
4627528,263117909428142080,2012-10-30 03:19:32
4627535,263117907662340096,2012-10-30 03:19:32
4627543,263117913337245696,2012-10-30 03:19:33
4627567,263117920824082432,2012-10-30 03:19:35
4627575,263117922250158080,2012-10-30 03:19:35
4627584,263117926515757057,2012-10-30 03:19:36
4627596,263117928898101248,2012-10-30 03:19:37
4627773,263117983474409473,2012-10-30 03:19:50
4627784,263117989052829697,2012-10-30 03:19:51
4627800,263117991611363329,2012-10-30 03:19:52
4627938,263118038151335936,2012-10-30 03:20:03
4627941,263118040680513536,2012-10-30 03:20:04
4627950,263118043918499840,2012-10-30 03:20:04
4627964,263118051103346688,2012-10-30 03:20:06
4628000,263118057793265664,2012-10-30 03:20:08
4627999,263118059634577408,2012-10-30 03:20:08
4628038,263118071709974530,2012-10-30 03:20:11
4628054,263118074390126592,2012-10-30 03:20:12
4628116,263118093046407169,2012-10-30 03:20:16
4628150,263118103309869056,2012-10-30 03:20:18
4628192,263118109446127616,2012-10-30 03:20:20
4628186,263118110167543809,2012-10-30 03:20:20
4628204,263118113401339906,2012-10-30 03:20:21
4628224,263118120191918080,2012-10-30 03:20:23
4628248,263118128219844608,2012-10-30 03:20:24
4628260,263118130136625153,2012-10-30 03:20:25
4628269,263118134557417472,2012-10-30 03:20:26
4628270,263118133320101888,2012-10-30 03:20:26
4628329,263118152236417024,2012-10-30 03:20:30
4628363,263118165045829636,2012-10-30 03:20:33
4628359,263118162931879936,2012-10-30 03:20:33
4628393,263118171916083200,2012-10-30 03:20:35
4628425,263118178878636032,2012-10-30 03:20:37
